Prefecture,Food,Rice,White.bread,Other.bread,Non.dried..Udon...Soba.,Dried..Udon...Soba.,Pasta,Chinese.noodles,Cup.noodles,Instant.noodles,Other.noodles,Wheat.flour,X.Mochi...rice.cakes,Other.in..Other.cereals.,Tuna.fish,Horse.mackerel,Sardines,Bonito,Flounder,Salmon,Mackerel,Saury,Sea.bream,Yellowtail,Cuttlefish,Octopus,Shrimps...lobsters,Crabs,Other.raw.fish,X.Sashimi...mixed.set,Short.necked.clams,Fresh.water.clams,Oysters,Scallops,Other.shellfish,Salted.salmon,Salted.pollock.roe,X.Shirasu.boshi...dried.young.sardines,Dried.horse.mackerel,Other.salted...dried.fish,X.Agekamaboko...fried.fish.paste.patties,X.Chikuwa...baked.fish.paste.bars,X.Kamaboko...steamed.fish.paste.cakes,Other.fish.paste.products,Bonito.fillets...fish.flakes..dried,Pickled.fish,Fish.prepared.in.soy.sauce,Canned.fish,Other.in..Other.processed.fish.,Beef,Pork,Chicken,Mixed.ground.meat,Other.raw.meat,Ham,Sausages,Bacon,Other.processed.meat,Fresh.milk,Powdered.milk,Yogurt,Butter,Cheese,Other.dairy.products,Eggs,Cabbage,Spinach,Chinese.cabbage,Welsh.onions,Lettuce,Broccoli,Bean.sprouts,Other.leafy.vegetables,Sweet.potatoes,White.potatoes,Taros,Radishes,Carrots,Burdocks,Onions,Lotus.roots,Bamboo.shoots,Other.root.vegetables,String.beans,Pumpkins,Cucumbers,Eggplants,Tomatoes,Green.peppers,X.Shiitake...Japanese.mushrooms..fresh,X.Shimeji...mushrooms,X.Enokitake...mushrooms,Other.mushrooms,Other.in..Other.vegetables.,Beans,X.Shiitake...Japanese.mushrooms..dried,Dried.laver,X.Wakame...seaweed,Dried.tangle,Other.dried.vegetables...seaweeds,Bean.curd,Fried.bean.curd,X.Natto...fermented.soybeans,Other.soybean.products,X.Konnyaku...devil.s.tongue.jelly,X.Umeboshi...pickled.plums,Pickled.radishes,Pickled.chinese.cabbage,Other.pickled.vegetables,Tangle.prepared.in.soy.sauce,Other.vegetables...seaweeds.prepared.in.soy.sauce,Other.in..Other.processed.vegetables...seaweeds.,Apples,Mandarin.oranges,Oranges,Other.citrus.fruits,Pears,Grapes,Persimmons,Peaches,Watermelons,Melons,Strawberries,Bananas,Kiwi.fruits,Other.fruits,Processed.fruits,Edible.oil,Margarine,Salt,Soy.sauce,X.Miso...soybean.paste,Sugar,Vinegar,Worcester.sauce,Tomato.ketchup,Mayonnaise...mayonnaise.flavor.seasoning,Dressing,Jam,Instant.curry.mix,Instant.dried.soup,Soup.stock,X.Furikake...granular.flavor.seasonings,X.Tsuyu.....Tare...liquid.seasonings,Other.seasonings,X.Yokan...sweet.bean.jelly,X.Manju...bean.jam.cakes,Other.fresh.Japanese.cakes,X.Kasutera...sponge.cakes,Cakes,Jelly,Puddings,Other.fresh.cakes,X.Senbei...Japanese.crackers,Biscuits,Fried...salted.snack.crackers,Candies,Chocolate,Chocolate.snacks,Ice.cream...ice.sherbet,Other.cakes...candies,Packed.lunch,X.Sushi...packed.,X.Onigiri...others,Bread.like.sandwiches.put.cooked.food.between.bread,Other.cooked.food.with.rice..bread.or.noodles,X.Kabayaki...broiled.eels,Salad,Croquettes,Cutlets,Fried.food,Shao.mais,Jiao.zi,X.Yakitori...grilled.chickens,Hamburg.steak,Frozen.food,Food.stuff.for.cooking,Others.in..Other.cooked.food.,Green.tea,Black.tea,Other.tea.leaves,Tea.beverages,Coffee,Coffee.beverages,Cocoa...cocoa.beverages,Fruits...vegetable.juice,Carbonated.beverages,Fermented.lactic.beverages,Lactic.beverages,Mineral.water,Sports.drinks,Other.in..Other.beverages.,X.Sake.,X.Shochu...distilled.spirits,Beer,Whisky,Wine,Low.malt.beer...beer.flavored.alcoholic.beverages,X.Chu.hi...liquor.with.soda...fruit....cacktail,Other.alcoholic.beverages,X.Soba....Udon...Japanese.noodles,Chinese.noodles.1,Other.noodles.1,X.Sushi...eating.out,Japanese.meals,Chinese.meals,Western.meals,Broiled.meat,Hamburgers,Other.meals,Other.refreshments,Drinking,School.lunch
SHIZUOKA,1037144,27074.66667,9823,22331.66667,3084.333333,2244.333333,1449,5022.333333,5407.333333,1903,942.6666667,619,1601,3318.333333,10426,1040,265,1563.666667,494.6666667,4886,901,332.6666667,487.6666667,1782.333333,1571,988.3333333,2830.333333,1757,4565.666667,4717.333333,633.3333333,335,701.6666667,1001.666667,411.6666667,2440,1542.333333,3227.666667,1168.333333,5465.333333,2163.333333,1694,2861.666667,2775.333333,1057.666667,3106.666667,1726.666667,3164,3050.333333,16510.66667,35209.66667,17688,2898.666667,2909.666667,5056.666667,7943,3234.666667,3292.666667,13356,842.3333333,15080,1487.333333,7272,609.6666667,11135.33333,3349.333333,2134,1328.333333,4221.333333,3304.666667,2690.333333,1023.666667,6539.666667,1391.333333,3639.666667,927.3333333,1936.333333,2490.666667,892.3333333,4222.666667,1572,773.6666667,3335,2343.666667,1844.333333,3456.666667,2230.666667,8664.333333,2395,2019.666667,1814,1168.333333,2572.666667,4271,335,726.3333333,2983,1544.666667,783,2445,6052.666667,3012.666667,4795,935.3333333,1784,1030,1133,715.3333333,4786,1144,331.3333333,2516.333333,4321.333333,5142.333333,375.6666667,2379.333333,1087.333333,2815.333333,817.6666667,1372.666667,1427.333333,916,4701,5419.333333,1887.666667,4110.333333,3801.333333,4437.666667,619.3333333,451.6666667,1433,2302.333333,1052.333333,753.6666667,803.6666667,713,1399.666667,2358,1333.333333,1396.666667,4432.333333,3169.333333,1931.333333,4836,14361.33333,992,811.3333333,10616.33333,800.3333333,7148.666667,2384,1939,11674,6108,5582.333333,6359.666667,2385.333333,6536.333333,2645,10989.66667,20219.33333,22651.33333,16239.66667,5499,7489.666667,19416.66667,3041.666667,6957.333333,2437.666667,2398.666667,13888,1401.666667,2013.333333,2715,2065.333333,10679.33333,4625.666667,35850.33333,8815.333333,757.6666667,1150.666667,7029.666667,6166.666667,4134.333333,386,7147.333333,6115,4840.333333,2165.666667,4412.333333,1408.666667,8658,5504.666667,5164.666667,11736.33333,3591.333333,3983,7575.666667,4406.666667,1770.333333,9446,7250.333333,3000,19767.66667,28124.33333,5872.333333,14180.33333,6775.666667,6352.333333,31606.66667,5901.666667,13034,11900.66667
AICHI,1037653.333,20555.33333,11596.33333,22279,4484.666667,1797.333333,1431.333333,4993.333333,5023.666667,2112.333333,685.3333333,675.6666667,2043.333333,4007.333333,6488.666667,971.3333333,383.6666667,1209.666667,679,5110.333333,915,332,1015.666667,2933,1736,1087.333333,3328.666667,1156.333333,7291.666667,4163.666667,660,220.3333333,900.6666667,971.3333333,332,1782.666667,1544.666667,1436,631.6666667,6120.333333,1891.333333,2108.333333,2897.666667,2205,857.3333333,2421.333333,1176.666667,2891.333333,3068.666667,24711,31136.66667,17271,3380.333333,2554.666667,5498,8086,2550.666667,2782.666667,16003.33333,967,15098.66667,1285,6138.666667,671.3333333,10995.33333,2823.666667,2138,1302.666667,4009.666667,2500.333333,2334,872,6765.666667,1378.666667,3013,1234.333333,1636,2527,939,3912,1084.333333,711.6666667,3260.333333,2022,1802,3304.666667,2412,8906,2395,2071,1587.666667,1307,2478.333333,4880.666667,399,431,3126.666667,1296,530.6666667,2889.666667,5405.333333,2691.666667,3937.666667,827,1667.666667,1173,1129.666667,477,4668.666667,1136.666667,427,2184.333333,4509.333333,4365.333333,605.3333333,1818.333333,1540.333333,3208.666667,1018.666667,877,1961,803.6666667,3654.333333,5959.666667,2601,6158.666667,3493.333333,4842.333333,714.6666667,372.6666667,1644.666667,1850.333333,982.3333333,711.3333333,790,719.3333333,1504.333333,1847.666667,1358.666667,1252,3929,2622,1782.666667,5318,14055,693,1534.666667,11108,810.6666667,7734,2204,1903.666667,10353,6759,4415,5407,2134.333333,6794,2148.666667,10405.33333,22171.33333,16618,16074.33333,5595,5521.666667,18561.66667,3315.666667,5792.333333,2202,1889,11254,1141.333333,2038.666667,1831.333333,1813.333333,8371.333333,2493.666667,38095.33333,3532.333333,876.6666667,1716.333333,7716.666667,7272.666667,5010.666667,434.6666667,6668.666667,5836.333333,5614.666667,2289.333333,3794.333333,1295.666667,7211.333333,4680,5956.666667,8742,2088,2935,7110.333333,5035.333333,1220.333333,7251.333333,6489.333333,2996,17973.66667,32905,6252,16559,10410.33333,6077.333333,61701.66667,12308,9418.333333,8476.333333
MIE,966557.3333,16386.33333,10351.66667,22469.66667,3671.333333,2128.666667,1362.666667,4465.333333,4651,2156.333333,598.6666667,772.6666667,1846.333333,3468.666667,5779,968.3333333,537,1760.333333,506,5275,840.6666667,487.3333333,948.6666667,3792,1647,1235.666667,3566.666667,2209,6786,4663.333333,501.3333333,90,1068,1108,500,1837,1255.333333,1563.666667,568.6666667,6665.666667,2102.666667,2098.333333,3005.333333,1941.666667,1034,2273.333333,1448.333333,3059.333333,2972.666667,32926.66667,29927.33333,17292.66667,3364,2636.666667,4529.666667,8275.666667,2434.333333,3204.333333,16057,1104.333333,15031.66667,1243.333333,5812.666667,680.6666667,11509.33333,2374.333333,1581,1159.333333,3388,2118.666667,2039.666667,862.3333333,5500.666667,1243.333333,2199.333333,587.6666667,1339,2334.666667,985,3342,859.3333333,438,2990,1416.333333,1486.333333,2265,1872.333333,7523.666667,1994.333333,1981.333333,1610,1302.333333,2156,3782,320.6666667,347.6666667,2853.333333,1286,549.3333333,2983.666667,4975,3139.666667,4054.333333,979.6666667,1508.666667,1130.666667,1061.333333,404,4208.333333,1113.666667,426.3333333,2132,4546.666667,5271.666667,353.3333333,1472,2544.333333,3426.666667,1127,711,1019.666667,949.3333333,4208.333333,6030,2211.666667,3709,4315.666667,4342,627.6666667,414.3333333,2020,1963.333333,1113.666667,885,738.6666667,641.3333333,1542,1982,1270.666667,1216.333333,3787.666667,2668.666667,1875.666667,5280.666667,13500.66667,610.6666667,850.3333333,11578,1170.333333,8068.666667,1889.333333,1697.666667,9571.666667,7324,4126.333333,5524.333333,2113,7001.666667,2249,9946.333333,22702,17407.66667,15508.66667,4526.333333,5194.333333,16159.33333,2416,4564.666667,2418.666667,1690.333333,10545,916.3333333,1836.666667,1354.333333,1445.666667,8890,2851.666667,38049,3157.333333,579.6666667,1443.333333,8216.333333,6815.333333,4779.666667,406.6666667,6954.666667,5774,5636.666667,2468,3099.666667,1354.333333,8451,4780,5536.333333,10519.33333,1292,2406.666667,5984.666667,5245,1240,3997.333333,5053.666667,1666.666667,13023.66667,21496.66667,3895.666667,6817,6365.666667,5260.333333,56165.66667,6400.666667,8842.333333,8807.666667
SHIGA,1045999.333,21235.33333,11760.66667,26461,4047.333333,1865.333333,1400,4347.333333,5344.666667,2330.333333,797,745,1758.333333,4241.333333,3890.333333,924,410,1501.333333,1537,5025.333333,923.6666667,416,1453.333333,3506.666667,1713.666667,1244.333333,3190.666667,1754.666667,7454,4687.333333,348.6666667,228.6666667,654.3333333,831.6666667,255,2202,2112.333333,1797.666667,568.3333333,7380.333333,2389.333333,2125,2527.333333,1364,963.6666667,2727.333333,1418.333333,2551.333333,3112.333333,33097,32006.33333,20210.66667,4146,2781.333333,6139,8185.333333,2447,2831.333333,16023.33333,807.3333333,13584,1436.333333,7471.666667,706.3333333,12436,2933,2515.666667,1507.666667,3922.333333,2680.666667,2450,955.3333333,6955,1611.333333,3168.333333,860.3333333,1693,2447.666667,1001,4482.666667,1190,650.3333333,3632.333333,1955.333333,1612.333333,3104.333333,2382.333333,9052.666667,2527.666667,2086,1973,1300.333333,2558.666667,4968.333333,386.3333333,306,3236,1319.333333,1121,3070.333333,5347.666667,3734.333333,4240.666667,973.6666667,1723.333333,1507.666667,1017,608.6666667,5824.333333,1689.333333,398.6666667,2245.666667,4811.333333,4170.333333,530.3333333,2523,1397,2875.333333,1079.333333,774.3333333,1420,630.6666667,3196.333333,5994.333333,2011.666667,4308,3740,4872.333333,775.3333333,521,1921.666667,2230.333333,1084.666667,893.6666667,925.3333333,705.3333333,1583,2380.333333,1634.666667,1331,3854.333333,2908.666667,1777.333333,5360.666667,14971.33333,657,559.3333333,11355.33333,755.3333333,8043.666667,1999,1955,12801.33333,6405,5728.666667,6018,2596.333333,7123.333333,2510.666667,11194.33333,23701.66667,14149,15231.33333,4842,6036,17906,3130.666667,5385.666667,3020,2239.666667,11684.66667,1085.333333,2451.333333,1727.333333,1541.666667,9100,8296.333333,39370,2874.666667,1013,1680.666667,6253.666667,9846,5230.666667,424,7233.333333,6453.666667,3819,2292.333333,3739.666667,1199,7705.333333,5338,4397,12559.66667,1672,3250.333333,8809.666667,4274,1242,5850.666667,6325,2130.333333,12906.33333,19724,5071.666667,8952.666667,6619,6445.333333,57163,8588.666667,10312.33333,12048.66667
KYOTO,1065734.667,22196.33333,12555.33333,26702,4282.666667,1969.333333,1384.333333,4350.666667,4242,2220,550,729.6666667,2039,3313.666667,3675,1093.333333,456.3333333,1666,1741,5383.333333,1069,385.6666667,1841,3652.333333,2257,1520.666667,3429.666667,1853.333333,8252.333333,4234.666667,428.3333333,303,1084.333333,1041.333333,303.3333333,1767.333333,1971,2277,600.3333333,7471.666667,2184,1993,2721,1181.333333,861,2963,1614.333333,2624,2838.666667,36937,31887.66667,21127.66667,3939.333333,3601,5515,6793.666667,2462,3037.333333,18581.33333,856,12459,1798,7325.666667,889.6666667,12201,2949.666667,2393,1670.333333,4117.333333,2664,2572,964,7417.333333,1531,3306.333333,859.6666667,2053.666667,2743.333333,1060.333333,4780.333333,1247,1177.666667,3794,2491.333333,1760,3330,2841.666667,9396.666667,3005,2235.333333,1822.333333,1118.333333,2581.333333,4589.666667,441.6666667,349,2931.666667,1423,1159.333333,3385.333333,5340.666667,4207.666667,3665.333333,1259,1763.666667,1533,970,586,7667,1309.333333,597.3333333,2230.666667,5293.333333,4334,531.6666667,2369.333333,1379.333333,3398,1394.333333,1184.333333,1821.666667,736.3333333,3837.333333,6328.333333,2753.333333,4546.666667,3817,4924.333333,647.3333333,441.3333333,1890,2082,953.6666667,985,885.6666667,667.3333333,1502.333333,2125,1643,1261.333333,3859,3149.666667,1582.333333,5931.333333,14510.66667,727.6666667,622,11838.33333,934,7856.333333,2005,1704,11084,6817,4792,4599.666667,2468.666667,7173.333333,2122,10769.33333,24063.33333,13816.33333,16685.66667,4746.333333,6505.666667,17907,4504.333333,5251.666667,2817,2293.666667,11052,963,2623,1695,1599.333333,9865,5138,39219.33333,3643.333333,1103.666667,2095.333333,5713.666667,9273.333333,4780.666667,362,7304.333333,6559,3918.666667,2332.666667,3695.666667,1246.333333,7271.333333,6476.666667,5242.666667,13796.33333,2860.333333,4169.333333,8656,4556.666667,2118,4557.666667,5282.333333,1921.333333,15613,19117.66667,5231.666667,10096.66667,7124,5316.666667,62920,8882,7257.666667,8237.666667
OSAKA,1025547.333,22920,11541.66667,24527.33333,3872,1718.666667,1182.333333,4145.666667,6445.666667,2557,598,609.3333333,1553.333333,3543.666667,4648,992.3333333,300.6666667,1658,1391.333333,4662,737,262.3333333,1884,3911.666667,2322.333333,1574,4045.666667,2852.666667,9225.666667,4527.333333,423.3333333,231.6666667,825.3333333,1210,395,2415.333333,1881.666667,1358,301.6666667,7348,2756.333333,2094.666667,2840.666667,1179,743,2292.333333,1122.333333,2190.333333,3394.666667,34227,33142.66667,20392,4284.333333,4799,4723.666667,7761.333333,2163.333333,3527.333333,15184.33333,1475.666667,12004,1303.666667,6006,670.3333333,12013,2667.333333,2198.666667,1761.333333,4020.333333,2675.666667,2224.333333,1118.666667,7138,1292.666667,3104.666667,766.6666667,1774.666667,2334.333333,858.6666667,4278.666667,1328.333333,817,3231.333333,1761.333333,1500.333333,3273.333333,2245,8655.333333,2585,1968,1707,1198.666667,2298,5417.666667,360,303,2788,1296,874.3333333,2528,4981,3306.333333,2934.666667,1124.666667,1756.666667,1646.666667,1137,703,6077,1250.666667,337,2163.666667,4040.333333,3657,461.6666667,2138,1529.333333,3284.333333,1193.333333,1174,1488.666667,758.3333333,3566.666667,5722.333333,2077.666667,5328.666667,3180,4138,845.3333333,358.3333333,1581,1733,932.3333333,506,870.3333333,676.3333333,1627.666667,1993.333333,1308.666667,1275.333333,4036.333333,2584.333333,1537,6235,14384.33333,420.6666667,513.3333333,9519.333333,815.6666667,6981,2006.333333,1623.666667,11509,6053.333333,4341.666667,5959.333333,2362,6679.666667,2547.333333,11248,20935.33333,15729.66667,17066,5452.333333,6326.333333,20558.33333,3237.666667,6812,2489.333333,2429,13032.33333,1141.666667,2229,2231.666667,1695.666667,9428,2567,44371,2264,744,1644.666667,7489.333333,7037,5153.666667,323.6666667,7058.333333,7618,5915,3519.666667,4094,1453.333333,7355.666667,5197,5025.333333,10944,1824.333333,2833.333333,11407.33333,6555.666667,1559.333333,4145.666667,4660.333333,2047,14700.33333,23362.66667,5184.666667,7778,6878.666667,6263.333333,48979.66667,7559.666667,8502,1276.666667
HYOGO,1036378.667,19348,13634.33333,25051.66667,3886.666667,1950.333333,1225.333333,3974.666667,4844,2233.333333,898.6666667,562.6666667,1491.666667,3775.333333,3222.333333,999.6666667,429.6666667,1468.666667,1198,4647,784.6666667,361,2220,3403,1823,1423.666667,3259,1827.333333,9552.333333,3864.666667,341.3333333,181.3333333,1157.666667,994.3333333,299,1884.666667,1447,1357.333333,355.3333333,6693.666667,2602,1957.666667,2795,1113.666667,752,2276,1264.666667,2539.333333,2964.333333,34273.33333,30806.33333,19762.66667,3488,3587.666667,5382.333333,6828.333333,2411,2337.333333,17190,619.6666667,14256,1547,7195.333333,716.6666667,12625.66667,2823.666667,2004.666667,1467,3692.333333,2595.333333,2403.333333,980,7436.666667,1500.333333,2924.333333,622.3333333,1722.666667,2587.333333,893,4387.333333,1335,720.6666667,3549,2046.666667,1601,2937.666667,2093.666667,9024.333333,2511,1940,1884.333333,1109,2256,5137.666667,453,347,2719.666667,1192,811,2707.333333,5283.333333,3377.333333,3654.666667,1224.666667,1675.666667,1345.666667,1069,524.6666667,4552.666667,966.3333333,441.6666667,2286.333333,5091.333333,4105.666667,646,2443,1235.333333,3284.333333,1182.666667,832,1255,644,3430.666667,5998.333333,2734.333333,5156.333333,4074.666667,4691,737.3333333,365,1725.333333,1662,1055,673,920.3333333,662.3333333,1313.333333,1971.666667,1488,1208.666667,3869,2607.333333,1333.666667,5084.333333,14003.66667,513.3333333,657.6666667,9380.333333,841.3333333,7587.333333,2196.666667,1741.333333,12083.33333,5659.666667,5355.333333,4934,1713,7633.666667,2022.333333,10182,22427.66667,15404,15991,4706,6261,17679,3218,5763.333333,2330.333333,1875,11043.33333,947.6666667,2005,1873.666667,1376.666667,8605.333333,5058.333333,43138.33333,2306,1440.666667,1763,5829.666667,7176.333333,4050,295.6666667,6659.333333,6743.666667,5430.666667,2739.666667,3184,1065.333333,7815.666667,5980.333333,4373,12939.66667,3376.333333,3986.333333,9419,4199,1504,5477.666667,4946.333333,1981,12248.33333,22924.33333,7471.333333,10667.66667,6651.333333,5311.666667,67277.33333,9284,13793.66667,6192.333333
NARA,1035966,19532,12396.33333,22910,3531.666667,2651.666667,1326,4177.666667,4853.333333,2279,608,787.3333333,1898.666667,4058,3816.333333,903.6666667,428.3333333,1592.666667,1585,5520.666667,1026.333333,402.6666667,1812,3700.333333,1957.333333,1519.333333,3626.333333,2386.333333,6852.666667,4664.666667,375.3333333,219,802.6666667,992.6666667,257.3333333,2598.666667,1818,2360.333333,471.3333333,7244,2715.333333,2161,2939.666667,1265.666667,901.6666667,2680.666667,1025.333333,2656.333333,3241.666667,35264,32494.33333,19874.33333,4056.333333,3220.333333,5130.666667,7576,2621.333333,2164.333333,17271.66667,500,13964,1539.666667,6900.666667,695.3333333,12943,2821.333333,2379.666667,1615.333333,3451,2595.666667,2615,933.3333333,6934.333333,1561.666667,3221.666667,789,1750.333333,2558.333333,960.3333333,4218,1203,762.6666667,3177,1899.666667,1729,3159,2194.666667,8042.666667,2378.333333,2289.333333,1817.333333,1216.666667,2270,3938.666667,369,286.3333333,2862.666667,1417.666667,812.6666667,3088.666667,5317,3971.666667,3650.333333,1375.333333,1753.666667,1719,1149.333333,478,6063,1617.333333,587,2656.666667,4961.666667,4417.666667,566,2782.666667,1417,3255,1473.333333,1476,1589.333333,662,4372.333333,5787.333333,2338.666667,4690,3969.333333,5025,775.6666667,452.6666667,1957.333333,1875,1126,837.3333333,947,680.3333333,1543.666667,2244.666667,1679,1353.666667,4227.333333,2904,1746.666667,5667.333333,14967.33333,517.3333333,1036.666667,12102.33333,889.3333333,7260,2059.333333,1886.333333,10943.66667,7436.666667,5161.666667,5692.333333,2276.666667,7635.666667,2425.666667,10889,21104.66667,14123.33333,18703.33333,4543,6493.333333,19685.66667,3087.666667,5261,2555,1585,10335.33333,1118.666667,2290,1662.333333,1357.666667,9920.333333,4611.333333,37700.33333,3140.666667,947,1723.333333,5701,8408.666667,4296.333333,462,7786.666667,6128.666667,5898.666667,2360.333333,3253.666667,1464.666667,7374,5272.666667,7387.333333,10885,1411.666667,2967.333333,9934.666667,5608,1333.666667,5529,5498,1911.666667,15684.33333,24073.66667,5406.333333,9531,5933,6716.333333,48802.33333,7952.333333,8471.333333,9189
WAKAYAMA,887962,23529.33333,11493.66667,24332.33333,3408,1805.666667,1066.666667,4097,5521.333333,2235,546,592,1707.333333,2640.666667,4150,963.3333333,427,1787.666667,716.3333333,4192.333333,1234,398.6666667,1295.666667,3567.666667,1875.333333,1327.666667,3779.333333,3526,6435.333333,4311,270.6666667,239.3333333,826.3333333,748,279.3333333,1851.666667,1303.333333,3055,481,6457.333333,2933.333333,1792,3051.333333,1150,904.6666667,1326.666667,766.3333333,2129.666667,2685,35421,31776.33333,18629.33333,3315,3415,4146.666667,7225.333333,2049.666667,2298.666667,13239.66667,373.3333333,11245.33333,1096.666667,3997,500.6666667,12461,2282,1849,1513,3134.666667,2129.333333,1991,863.6666667,4646,1284.666667,2715.333333,723,1451,1995,718.3333333,3759,792.6666667,541.6666667,2661.666667,1546.333333,1181.666667,2717.333333,1921.666667,5997,1747.666667,1714.333333,1410.666667,1037.333333,1609.666667,2547.333333,539,313,2823.333333,892.3333333,625.6666667,2348.333333,4201.666667,2368.333333,2093.333333,867.6666667,1332.333333,2921.333333,876.6666667,408.3333333,4336.666667,1126.333333,412.6666667,1748.666667,3720,4953.666667,459.6666667,1880.333333,1096.333333,2572.333333,1095.666667,2413.333333,1461.666667,682.6666667,3082.666667,5610.333333,1523.666667,3077,2169,4081,741.3333333,376,1687.333333,1552.666667,1175.333333,731.6666667,797.6666667,756.3333333,1591,1656.666667,1249.333333,1298.333333,3194.666667,2328.666667,1634.333333,5875.666667,11855.66667,430.3333333,960.6666667,7442,900.3333333,6944.333333,1767.333333,1792,8156.333333,4350,3475.666667,4571.333333,1888,5741,1820,9970.666667,21114,17065,16610.33333,4215.666667,4635.333333,15610.33333,3144,4494.333333,2375,2142.333333,10849.66667,884.3333333,1890,2176.666667,1847,8419,3131.333333,31119,2236.666667,577.3333333,1617.333333,6037.333333,7413.333333,5523,395,6879.666667,5510,5862,2423,4588,1500,6421,5381.333333,4177.333333,10385,1653.666667,1060.666667,8623.666667,4479,894.6666667,3453,3790,1320,10886,16981,3941.333333,6634.333333,4592,4574,40024,5041.666667,3677.666667,3969.333333
TOTTORI,899166,19284.66667,10905.66667,19495.66667,3414,1955,1251.666667,3724,5473.666667,3211.666667,419.6666667,729.3333333,1560.333333,3128.333333,1677.333333,1073.333333,930.3333333,1399,2907,4603,1026.666667,459.3333333,702,3074.666667,2526,754.3333333,3304.333333,4337.666667,5517.333333,2409,346.3333333,546,1025.333333,814.6666667,340.6666667,2201.666667,1367,1014.333333,226,8128.666667,2046.666667,3479,2297,2074,586.6666667,1808.666667,720.6666667,1955,2466.333333,19619.33333,29921.66667,17761,4619.666667,2574,4163,8032,2389.666667,2151.666667,16375.33333,690.3333333,11048.33333,983,5168.666667,528,13121,2897.666667,1936,1414.333333,3160,2428.666667,2405.333333,1313.666667,5636,1251.333333,2669,508.6666667,1454.666667,2369,928.3333333,3613,464,330.3333333,2965,1310.666667,1082,3281,1872,7079.666667,2013.666667,1852.666667,1871.333333,1386.333333,2057.666667,3014.666667,432.3333333,219,2399.666667,1267,537,2446,5511,2899,3175.666667,830.6666667,1568,1171,1065.333333,1269.333333,2713.333333,1107,403,1842.666667,4263,3693,629.6666667,1630,7229.666667,2968.333333,1214.333333,547,2448.666667,834,2461.666667,5956,1772.333333,2960.666667,2969,4441.666667,698,464.3333333,1921.666667,1866.333333,1518.333333,693,845.3333333,742.3333333,1621,1942.666667,926.6666667,1604.333333,3503.333333,2583.666667,1863,5506.666667,12606,462,1834.333333,9590.666667,880.3333333,8487,1890.666667,1707.333333,8489.333333,5410.666667,4598,7542.666667,2456,7432,2795,10376.66667,16843.66667,15454.66667,14208.66667,4263.333333,5613,13232,2222.333333,3941.333333,2108.333333,1720.666667,11501,658,1549.333333,1924.333333,1204.666667,11196,1559.333333,27352.66667,1528,473.3333333,1659,4824.333333,7233.666667,5508,393,6549.666667,7134.666667,4112.333333,2495.333333,2001.666667,1390,6765.333333,5322.666667,5722.333333,10510.66667,2493.333333,2043.666667,11491.66667,4140,1144.333333,4384.666667,5481.333333,1367.333333,14979,21562.33333,3686.333333,8138.666667,6029.333333,4634.333333,27654.33333,5299,7728.666667,16582.66667
SHIMANE,932934.6667,19415.66667,10856.33333,18398.33333,3788.666667,2807.333333,1423,4698,4989,2721.666667,409.6666667,634.3333333,1719.666667,3371.333333,1463.666667,1918,736.6666667,1089,1860.666667,4899.666667,1274.666667,292.3333333,1004,3706.333333,2448,814.6666667,2446,1469.666667,6048.333333,2343,328,1624,589.6666667,633.6666667,641.3333333,1832,1186.333333,1040,506.3333333,7112.666667,2468,1528.666667,3803,1371,726.3333333,2090,479,2656.333333,2967.666667,20865.66667,30528.66667,18864.33333,4102,3250.666667,4440,7560,2570.333333,2667,17257.66667,835.3333333,12349.66667,1225.333333,5769.333333,579,11366,3335.333333,1902.333333,1347.333333,3569.666667,2409.666667,2265.333333,1208.333333,5668.333333,1466.333333,2772.666667,736,1470.333333,2642,1063.666667,4080.666667,728.6666667,509.3333333,3088.666667,1293.666667,1489.333333,3594,1954,7558,2352.666667,1887,1983,1385.666667,2073.666667,3193,687.3333333,343.6666667,2900.666667,1562,900.3333333,2943.333333,5431.666667,3190,3549.666667,1135.333333,1689.333333,1273,1063.666667,549,4607.666667,988.6666667,387.3333333,2261.666667,4909,3826.333333,608,1991.333333,3428,3344.333333,1150,467,1379.666667,1195.666667,3000.666667,5566,2147.666667,3112,3074,4705.666667,724,387.3333333,2023,1983,1194.666667,714.6666667,924,714.3333333,1644.666667,2734.666667,1379,1496.666667,3916.333333,2584.666667,2041,5917,13317.33333,694.3333333,822,9281.333333,514.6666667,7455.333333,1814.666667,1600,8149,5060.333333,4793.333333,6984.333333,2440.333333,5993.666667,2161.333333,10022.33333,19568,14991.66667,15752.33333,4910.666667,5839.333333,15238,2734,4747,2437.333333,1829.666667,11790.66667,658.6666667,1819.666667,1909,1530.333333,11009.33333,2119,34006,2820.666667,683.3333333,2030,5087.333333,8212.333333,4258.666667,421.6666667,6121.333333,7158.666667,3670.333333,3007.333333,3714.666667,1164,6551,5457,6756,12466.66667,1601.666667,2704.666667,8536,4774.333333,1202.666667,6967,7428.666667,2194.333333,13660.66667,20499.66667,3431.666667,6153,8139.666667,5773.333333,29170.66667,5704.333333,11189,14588.33333
