Prefecture,Food,Rice,White.bread,Other.bread,Non.dried..Udon...Soba.,Dried..Udon...Soba.,Pasta,Chinese.noodles,Cup.noodles,Instant.noodles,Other.noodles,Wheat.flour,X.Mochi...rice.cakes,Other.in..Other.cereals.,Tuna.fish,Horse.mackerel,Sardines,Bonito,Flounder,Salmon,Mackerel,Saury,Sea.bream,Yellowtail,Cuttlefish,Octopus,Shrimps...lobsters,Crabs,Other.raw.fish,X.Sashimi...mixed.set,Short.necked.clams,Fresh.water.clams,Oysters,Scallops,Other.shellfish,Salted.salmon,Salted.pollock.roe,X.Shirasu.boshi...dried.young.sardines,Dried.horse.mackerel,Other.salted...dried.fish,X.Agekamaboko...fried.fish.paste.patties,X.Chikuwa...baked.fish.paste.bars,X.Kamaboko...steamed.fish.paste.cakes,Other.fish.paste.products,Bonito.fillets...fish.flakes..dried,Pickled.fish,Fish.prepared.in.soy.sauce,Canned.fish,Other.in..Other.processed.fish.,Beef,Pork,Chicken,Mixed.ground.meat,Other.raw.meat,Ham,Sausages,Bacon,Other.processed.meat,Fresh.milk,Powdered.milk,Yogurt,Butter,Cheese,Other.dairy.products,Eggs,Cabbage,Spinach,Chinese.cabbage,Welsh.onions,Lettuce,Broccoli,Bean.sprouts,Other.leafy.vegetables,Sweet.potatoes,White.potatoes,Taros,Radishes,Carrots,Burdocks,Onions,Lotus.roots,Bamboo.shoots,Other.root.vegetables,String.beans,Pumpkins,Cucumbers,Eggplants,Tomatoes,Green.peppers,X.Shiitake...Japanese.mushrooms..fresh,X.Shimeji...mushrooms,X.Enokitake...mushrooms,Other.mushrooms,Other.in..Other.vegetables.,Beans,X.Shiitake...Japanese.mushrooms..dried,Dried.laver,X.Wakame...seaweed,Dried.tangle,Other.dried.vegetables...seaweeds,Bean.curd,Fried.bean.curd,X.Natto...fermented.soybeans,Other.soybean.products,X.Konnyaku...devil.s.tongue.jelly,X.Umeboshi...pickled.plums,Pickled.radishes,Pickled.chinese.cabbage,Other.pickled.vegetables,Tangle.prepared.in.soy.sauce,Other.vegetables...seaweeds.prepared.in.soy.sauce,Other.in..Other.processed.vegetables...seaweeds.,Apples,Mandarin.oranges,Grapefruits,Oranges,Other.citrus.fruits,Pears,Grapes,Persimmons,Peaches,Watermelons,Melons,Strawberries,Bananas,Kiwi.fruits,Other.fruits,Processed.fruits,Edible.oil,Margarine,Salt,Soy.sauce,X.Miso...soybean.paste,Sugar,Vinegar,Worcester.sauce,Tomato.ketchup,Mayonnaise...mayonnaise.flavor.seasoning,Dressing,Jam,Instant.curry.mix,Instant.dried.soup,Soup.stock,X.Furikake...granular.flavor.seasonings,X.Tsuyu.....Tare...liquid.seasonings,Other.seasonings,X.Yokan...sweet.bean.jelly,X.Manju...bean.jam.cakes,Other.fresh.Japanese.cakes,X.Kasutera...sponge.cakes,Cakes,Jelly,Puddings,Other.fresh.cakes,X.Senbei...Japanese.crackers,Biscuits,Fried...salted.snack.crackers,Candies,Chocolate,Chocolate.snacks,Ice.cream...ice.sherbet,Other.cakes...candies,Packed.lunch,X.Sushi...packed.,X.Onigiri...others,Bread.like.sandwiches.put.cooked.food.between.bread,Other.cooked.food.with.rice..bread.or.noodles,X.Kabayaki...broiled.eels,Salad,Croquettes,Cutlets,Fried.food,Shao.mais,Jiao.zi,X.Yakitori...grilled.chickens,Hamburg.steak,Frozen.food,Food.stuff.for.cooking,Others.in..Other.cooked.food.,Green.tea,Black.tea,Other.tea.leaves,Tea.beverages,Coffee,Coffee.beverages,Cocoa...cocoa.beverages,Fruits...vegetable.juice,Carbonated.beverages,Fermented.lactic.beverages,Lactic.beverages,Mineral.water,Sports.drinks,Other.in..Other.beverages.,X.Sake.,X.Shochu...distilled.spirits,Beer,Whisky,Wine,Low.malt.beer...beer.flavored.alcoholic.beverages,X.Chu.hi...liquor.with.soda...fruit....cacktail,Other.alcoholic.beverages,X.Soba....Udon...Japanese.noodles,Chinese.noodles.1,Other.noodles.1,X.Sushi...eating.out,Japanese.meals,Chinese.meals,Western.meals,Broiled.meat,Hamburgers,Other.meals,Other.refreshments,Drinking,School.lunch
SHIZUOKA,1008506,30175.66667,9016.333333,21571.33333,2765.333333,2299,1241,4702,4480.666667,1643.333333,881,571,1774.333333,3298,12305.33333,1390,373.3333333,1893,372.6666667,4054.666667,1087.666667,801.6666667,425.3333333,1891,2011,1235.333333,3266,1903,4395.666667,4502.333333,1134.666667,410.6666667,911,898,543.3333333,2176,1770.666667,3796,1429.666667,6109,2283.333333,1347,2734.333333,2769,1211.666667,3587.666667,1683.333333,3511,2704.666667,16805.66667,32261.33333,14535.33333,2422.333333,2567.333333,5301.666667,7696,2895.666667,2368,14368,694.3333333,13567.33333,1389.333333,6339.666667,604.3333333,9098.666667,3502.333333,2108,1568.666667,4297,3263.666667,2566,931,6818.666667,942.3333333,3074.333333,1031.666667,1931,2544.333333,930.6666667,3337.333333,1655.333333,699.3333333,3477.666667,2557.333333,1492.333333,3385.333333,2011.666667,9366.666667,2120,2228,1916.333333,1350.333333,2304.666667,3259.333333,486.3333333,423.3333333,2743,1906,893,2879.333333,6038.666667,2994,4313,870,2142.666667,1152.333333,1250.666667,745.3333333,5459.333333,1061,393.6666667,2391.666667,3668.333333,5190.333333,172.3333333,532.6666667,2324.666667,1171.666667,2153.333333,709.6666667,644.6666667,1206,807.3333333,3627.333333,4528.333333,1506,4041,3146.333333,3607,638.3333333,458.3333333,1683,2362,1063.333333,885.3333333,751.3333333,595,1203.333333,2237,1223.333333,1501.666667,3969.666667,2869,1740,4732.333333,12389.66667,1023.666667,1218.666667,9968,756.6666667,7315.666667,2423,1565,9471.333333,5984,4522,5502.333333,2274.333333,6684.666667,1273.666667,9837.333333,18646,21085.66667,15434,5602.333333,6134,16796.66667,3186.666667,7464.333333,2201.333333,2167.666667,13826,1634.666667,2388.333333,3284.333333,1530.333333,8581.333333,4238.666667,34606.66667,8807,573,1149,7054.666667,4751.666667,3564.333333,398.3333333,7040,4735.333333,3804.333333,1652.666667,3392.333333,1238.666667,6095,5809,5762.333333,11569,1125,3766,7116.666667,2996,981.6666667,9866.333333,6969,3466.666667,19079.33333,29047,7997.666667,15891.33333,7857,4789.333333,39259.66667,5173.333333,20412.66667,12280.33333
AICHI,990993.6667,25076.66667,10795.66667,21078,4013.666667,1992.666667,1244.666667,4034,4248.333333,1875.333333,663.3333333,548,2093.333333,3254.666667,6008,750,401.6666667,1048,590,4554,875,768.3333333,729.6666667,2860.666667,1541.666667,1486.666667,2790.333333,2130,6694.333333,4878.333333,817,232,974.3333333,882.6666667,339.6666667,1231.666667,1730.333333,1585.666667,719.6666667,6440,1782.666667,1959.666667,2746,2235.333333,798,2425,1126,2635.333333,2282.666667,22178,28931.66667,14921.66667,2744,1861.333333,5258.666667,8126,2244,2293,14822,977.3333333,15447,1069,5890.666667,456.3333333,9556.666667,2971.666667,2124.333333,1479.333333,4055,2588.333333,2440.666667,894,6535.666667,978.3333333,2529.333333,1111.333333,1775.666667,2420.333333,922.3333333,3027.333333,1080,596,3115.333333,2629.333333,1707.666667,3215.333333,2145.666667,8721,2275.333333,2079.666667,1732,1387.666667,2340.333333,3638.666667,458,620.3333333,2952,1663.666667,639,2914.666667,5566,2477.333333,3943,838.6666667,1770.666667,1375.333333,931.3333333,430.6666667,5183,1132.333333,370.6666667,1773.666667,4395,4473.333333,215.3333333,746,1531,1267.666667,2838.333333,1151.666667,970.6666667,1753,859,3856,5753.333333,2246.666667,4472,3214.333333,3613.666667,841.6666667,336,1526,1930,837.3333333,997.3333333,761.6666667,598.3333333,1174.333333,2041.333333,1176,1331.333333,3769,2240.666667,1864,4868,11775.66667,651.6666667,1627.333333,9986.666667,795.3333333,7312.333333,2223.666667,1593,7921.333333,6090,4020.666667,5136.666667,2383.666667,7319,1578,9957,20140,14125.66667,14422,4524.333333,5892,14151.66667,2551.333333,4925.666667,2063.666667,1969.333333,10550,1041,2020.333333,1906.666667,1209.333333,7088.333333,3177,31671.33333,3458,575.3333333,1534.333333,7249.333333,6658.666667,5315,462.3333333,8480,4713.666667,3375.333333,1535.666667,3156.333333,1134,6311,5203.666667,5687.666667,9962,1288.333333,2558,8483.333333,2979.333333,768.3333333,7837,6846.333333,2680.666667,17070.66667,39540.33333,8187,21461,10871.66667,5438.333333,54200.66667,12767.66667,15315.66667,8130.333333
MIE,960858.3333,19319.66667,9212.333333,23422.66667,3666.666667,2181,1126,3809,4038.666667,1795.333333,609,579.3333333,1848.333333,3310.333333,6992,1263.666667,698.6666667,1709,558,4235,1064.666667,1016,762.6666667,4455,1783,1524,3619.333333,2109,6722,5952,1001,208,945.6666667,780.6666667,466.6666667,2319,1498.666667,1647,736.6666667,7951.333333,2061.333333,1893.333333,2901.333333,2355.333333,1088.666667,1756.666667,2026.666667,2614.666667,2626.666667,32210,27680.33333,16407.33333,3346.333333,2036.666667,4744.333333,8525.333333,2398.333333,2477,17088,1018.333333,13507,1101,5238.333333,510.3333333,9597.333333,2476.333333,1944.666667,1364,3312.666667,2170,2191,845.3333333,5750.666667,1103,2283.333333,663,1661.333333,2353,1034,2896.333333,990.3333333,506.3333333,3516.333333,1524.666667,1634.333333,2609,1886.333333,8604.666667,1945.666667,1917,1801.666667,1246.333333,1974.333333,4137,422.6666667,480,2667.333333,1708.333333,766.3333333,2911,4838,3051,3612,918,1870.666667,1311,1070.333333,421.6666667,4758,1261.666667,498.3333333,1792,4283,5071.666667,100.6666667,420.3333333,1403.666667,3137.666667,2498.666667,1077,571.3333333,1286.666667,751.3333333,4152.333333,5385.333333,2055,3879.666667,2914.333333,3954.333333,630,352.3333333,1996.666667,2360,1044.333333,1133.666667,714.6666667,584.3333333,1296.666667,1834.333333,1102.333333,1419.666667,3295.333333,2561.333333,1848,5062.666667,12475,562,1107,10642,1103,7064.666667,2146.666667,1733.666667,7757.333333,7545.333333,3728,4408.666667,2570.333333,7018.333333,1562.666667,9700.333333,23313.66667,12833,13426,4482.333333,4142.666667,12015.66667,2680.666667,3737.333333,2254.666667,1746,9730,889.3333333,1872.666667,1229.333333,1099,6509,3248.333333,35661.66667,3879.333333,798,1442.333333,7733.666667,6054,4983.333333,479,8133.333333,4050.666667,4082.666667,1872,3255,1270,6528,5176.333333,5952.666667,10145.66667,1071.666667,1659,6228,2645,654.6666667,5185,6393.333333,1727.666667,16329.66667,22947.66667,3547.333333,9351.666667,7572.666667,4407,68052.66667,6654,13181.66667,10386.66667
SHIGA,1009459.333,23742.33333,10747,25820,3789.333333,2125.666667,1270.333333,4069.333333,3858.333333,2039.333333,678.6666667,743,1882,3892.666667,3142,1250.333333,614.3333333,1652.666667,1843.666667,5000.333333,1150.666667,1056,2033,4340.666667,2087.666667,1406.666667,3865.666667,1796.666667,9646.333333,3855.666667,721,268.6666667,1152.666667,799.3333333,309.3333333,2666.666667,2841.333333,2442.666667,661,8414.666667,2526.666667,2043,2652.333333,1083.666667,966.6666667,2844.333333,2259,2717.666667,3040.666667,36838,31325.66667,19464,4245,2510.333333,6174,7553.666667,2760,1886,16264.66667,573,12116.33333,1438.666667,6451,629,10566,3171,2650.333333,1851.333333,3722.666667,2654.333333,2477.333333,1014.333333,7722.666667,1285.666667,2872,922.6666667,2069.333333,2621.333333,1105.666667,3652.666667,1134,1003.666667,3863,2140.333333,1827,3287.666667,2652.666667,8830,2547.666667,2198.666667,2070,1223.666667,2720.333333,4518,562.3333333,369.3333333,3200.333333,1391,1269.666667,3416.666667,5469.333333,4058.666667,3810,1299.666667,1980,1444,1112.666667,610,6621.333333,2021,487.3333333,2132.333333,5407,4782.666667,270.6666667,676.3333333,2615.333333,1575,2605.666667,954.6666667,978.6666667,1257.333333,927,2997.333333,5296.666667,1938.666667,4632.666667,2945.666667,4038.333333,841,475.3333333,2042,2050.666667,1181.666667,1036.666667,864.3333333,605.3333333,1352.333333,2332,1259.333333,1306.666667,3428.666667,2919.666667,1849.666667,5256.333333,14235.33333,778.6666667,1203,11506.66667,919.6666667,6903.666667,2270,1406.666667,8917.333333,6694.666667,4559.666667,4946.666667,2663.666667,6983,1907.333333,9276.333333,23856,10580.66667,14101.66667,4074.666667,5039,13411.33333,3806.666667,4964.666667,2764.333333,1782,10807,761.6666667,2434.333333,1493.666667,1164,8043,4695.333333,38206.33333,3646,869.3333333,1750.333333,5553.666667,7710.666667,4673.666667,434,7778,4860.666667,3117.333333,1778,2031.333333,1106.666667,6562,6308.333333,4684,13201,2099.333333,2906,8438.333333,2766.666667,1256.666667,5881.333333,4395.666667,1701.666667,13866.33333,18549,4945.333333,8926,4627.666667,3775,57806.33333,6802,15377,7740
KYOTO,975105,23392,10336,24606,3698,2500.333333,1246,3763,2956.333333,1775.666667,597,695.6666667,2017.666667,3045,3527,964.6666667,534.3333333,1297,1724.666667,4730.666667,1141.333333,903,1775.333333,3640,2175.666667,1584.666667,3814,2353,8979,4472.333333,745.3333333,330.6666667,880.6666667,853,430.3333333,1551.333333,2090.666667,2518.333333,555,8744,2527,1925.666667,2686.666667,1078,1167,2743.333333,1857.666667,2180.666667,2744.666667,37171,29141,18380.33333,3170,2146.666667,6104,6319,2430,2247,17497.66667,444.6666667,12455,1323,5751.666667,621,9997.333333,3146,2682.666667,1981.666667,4090.666667,2739,2669,1099,8171,1436.333333,2837.666667,1037.666667,2228,2606,1195.666667,3941,1211.666667,1462,3940.666667,2624.333333,1684,3544,2913.333333,9100.666667,2935.666667,2195.666667,1919.333333,1229.333333,2700.666667,4434.666667,615.3333333,416,2803.333333,1467,1581.333333,3709.333333,5773,4696.333333,3220,1576,2019.333333,1877.333333,1063.333333,548.6666667,7535.666667,1594.666667,630.3333333,1701,4893.666667,4457.666667,349,531.6666667,2075,1333,2380.666667,1237.333333,752,1457,888.6666667,2957,5504.666667,2283.666667,3812.333333,3188,3736,695,425.3333333,1675.333333,2142.333333,1190,1135.666667,944.6666667,613.6666667,1213.333333,1974.666667,1438,1313.666667,3227.333333,2664,1505.666667,5026,12637.33333,1023.333333,835.3333333,10465.33333,927.3333333,6204.666667,1920.666667,1326,8109.666667,6240,3149.333333,3430,2013.666667,6206.333333,1176.666667,8403.333333,21507.33333,10101.33333,14256.66667,3482.666667,4676,12349.33333,4558,4072.333333,2721.333333,1842.333333,9376,832,2939,1328.333333,1335.666667,5533,1509.666667,34560.66667,3890,994.3333333,1405.666667,3922.333333,8554.666667,3522.666667,320,7400,4007.333333,3145,1285.666667,2401.666667,931.6666667,5192.333333,5971.666667,5879,12182.66667,1657.666667,2876.333333,8569.666667,2337.666667,1068.333333,4531.666667,3973.666667,1722,12198,16013.66667,4595,7625,5740.333333,2895,76805.33333,7175,14583.33333,6019.333333
OSAKA,985501.6667,25651,10976.33333,25620,3885.333333,1495.333333,962,3398.666667,5025.333333,2121.333333,556.6666667,500.6666667,1670.333333,3037.333333,4111.666667,882,467.6666667,1498.333333,1350,3982,820.3333333,759.3333333,1652,3346.666667,2222.666667,1688.666667,3930.666667,2249.666667,7539.333333,3850,691,286.3333333,849,1070,378,2382.333333,2038.333333,1813,381.6666667,7246.666667,3076,1974.666667,2572.666667,1013.666667,831,2351,1223,2614.333333,2810,33884.66667,29009,17213,3507,2934.666667,5373.333333,6747.666667,2057.333333,1842.666667,15602.66667,813.3333333,12698,1060.333333,5060,660.6666667,9992.333333,2933.333333,2362.333333,1988,4040.666667,2467.333333,2376.333333,1066,7286,1301,2686.666667,794.6666667,1995,2292,1039,3539,1389.333333,810.6666667,3352.666667,2417.666667,1532.333333,2845.666667,2261.333333,8208.666667,2494,1976.333333,1660.666667,1256.333333,2194.666667,4970.333333,385,395.6666667,2445.333333,1209.333333,1205,2631.666667,5203,3378,2735,1061,2077.333333,1436.333333,1057,590.6666667,5281.666667,1690.333333,376.6666667,1691,3902,3523,246.6666667,636.3333333,2194,1165.333333,2528.666667,1063.666667,917,1301.666667,793.3333333,3452,4652.666667,1619.666667,4178,3109,3409,765,362,1550.333333,1829.666667,916,792.6666667,833.6666667,567.3333333,1198.666667,1958.333333,1279,1345.333333,3297.666667,2505.333333,1517,5353.333333,12077.33333,497,803,8824.333333,871,6305.666667,1732.333333,1495.333333,9093.666667,5313,3419.333333,4374.333333,2094.666667,6357.666667,1471.333333,8475,20056.66667,15008,15906,4601.333333,5497.666667,16462,3594.666667,5539.333333,2424,1816.333333,11368,1118.666667,2280.666667,1925.666667,1229,7275.666667,1693,37804,2734,812.3333333,1501.333333,6431,6043.333333,4413.666667,425.6666667,7945.333333,5893.666667,4160,2524,2998,1247.666667,6830.666667,4808,5899.333333,10097.66667,1212.333333,2270.666667,12059,4002.666667,757,4729,4207.666667,1640,14612.33333,29083,6331.333333,13443.33333,7911.333333,4797.666667,57369.66667,7846,17333.33333,7857.333333
HYOGO,939714,20839.66667,12255.66667,25756.33333,3349.333333,1907,1061,3671,4407.333333,1932,745,472.3333333,1636.333333,3151.333333,2957.666667,861.3333333,421.3333333,1278.666667,1114.333333,4354.666667,893,766,1746,3449.333333,1554.666667,1371.666667,3307.666667,1186.666667,8081.666667,3370,505.6666667,174.3333333,1028.333333,653.6666667,171.3333333,1499,1832,1287,296,5839.666667,2668.333333,1793,2504,890.3333333,770.3333333,1868.666667,1658.666667,2032.666667,2399.333333,26933,28114,17807.66667,3187.333333,2939.666667,5541,6427,2150.333333,1991.666667,16742.33333,401.6666667,12494.66667,1295.333333,5949.333333,545,9743.666667,3131,2034.666667,1790,3811.666667,2348.333333,2170,977.6666667,6713.666667,1104.333333,2365.666667,619.3333333,1901,2213.333333,837,3445.666667,1129.666667,722.6666667,3258.666667,1939.666667,1509.333333,2595.333333,1915.666667,8445.333333,2355.666667,1982,1741.666667,1121,1943,4310.333333,350,354,2409.333333,1210,850.3333333,2490,4945.333333,3158.333333,2876.666667,1002,1806,1381,1032.333333,378,4678,1173.666667,436,1643.666667,4317,3739.666667,150.6666667,623.3333333,2048.666667,1177,2399.666667,1215.666667,764.6666667,1361.333333,490.6666667,3116.666667,5068.666667,2356.333333,3991,2895.333333,3333,960.6666667,391.6666667,1528.333333,1692.666667,1022.666667,887.3333333,914,562.3333333,1079.333333,2078.333333,1423.333333,1145.666667,3798,2342.666667,1432,4545.333333,12450.66667,494,940.6666667,8920,954.3333333,6281.666667,1856.666667,1470,9545,4670.333333,4244,4142.333333,2256,6893.666667,1477.333333,9071.666667,19172.33333,13478,15227.33333,4977,4995.333333,14333.33333,2824.666667,4854.333333,2275.666667,1790.666667,9827,769,2272.333333,1758.333333,1098,4930.666667,3143,36921.33333,2820.666667,1155.666667,1379,5795.666667,6681.666667,5113.666667,392.3333333,7475.666667,4865,3486.666667,2591,2261,1021.666667,5531,5943.666667,4700.666667,11513,2186.333333,3499.666667,9548,4360.333333,743.3333333,5305.666667,4849.333333,2082.666667,11738.33333,20869.33333,6058.333333,10738.33333,7154,4349,65623.33333,8662.666667,16188,5214.666667
NARA,994116.6667,22545.33333,11278,22776.33333,3390.333333,2699,1098.666667,3424.333333,3699,1759.333333,593,702.6666667,1712.666667,3177.666667,3972,1007.666667,547.3333333,1624,1787.666667,5026.666667,1203,990.3333333,1567,4025,2141.666667,1678.333333,3825,1888,7267.333333,4115.333333,641,253.3333333,1041.333333,792,312.6666667,2220.666667,1828.666667,2493.666667,484.6666667,8350,3157.333333,1925.333333,2635.333333,1161.333333,1030,2641,2008,2493.333333,2832,36540.66667,30538,17806,3426.333333,2444.333333,5305,7552.333333,2584,1509.333333,17131.66667,305.3333333,14632,1351,5926.333333,583.3333333,10636.66667,2818.666667,2417.333333,1798,3427.333333,2410.333333,2588.333333,1006.666667,7631.333333,1119,2739.333333,874,1995.333333,2445.666667,1048,3356.333333,1368.666667,920,3623.666667,2264,1632,3010.666667,2256.333333,8106.666667,2452.333333,2293.333333,1768,1325,2270,3304.666667,553.3333333,450,2977,1612.666667,1182.333333,3388.333333,5597,4118.666667,3611,1274,2159.333333,1643.666667,1262,495.6666667,6263,1766.666667,480.6666667,1912.333333,4858,4776,252.3333333,644,2208.666667,1532.333333,2784.333333,1648.333333,1146,1145,623.3333333,3729.333333,5323,2033.333333,3754.333333,3464,3967.666667,774.6666667,467.6666667,2138.333333,2006.666667,1130.333333,875,820,610.6666667,1306,2108.333333,1712,1447.333333,3078,2771,1605,5266.666667,12950.66667,623.3333333,1167,10936,892.3333333,6560,2148,1477,8484.333333,7065,4811.333333,4877.333333,2214.666667,7187.333333,1494.333333,9459,20492.33333,10611,15587.66667,3652.333333,5264.666667,13250.66667,3497.666667,3830.666667,2322.333333,1493.666667,9210,1056.666667,2219.333333,1611.666667,1172,8436,4258.333333,33370.66667,3393,993.6666667,2207.333333,5529.333333,7165.333333,4416,472.3333333,8172.666667,4491.333333,3760.666667,1872.666667,3332,1208.333333,5959.333333,6035.333333,5357.666667,9168.666667,1240,3094.333333,8239.666667,2775.333333,820.6666667,5905,5621,2383.666667,17939.66667,29611,5607.666667,12162.33333,8833.666667,4561,48328.33333,8178,18150.66667,8320.333333
WAKAYAMA,862004.6667,24337,11856.66667,21127,2995.666667,2408,855.3333333,3574,3614.333333,1736.666667,488,559.3333333,1512.333333,2781.333333,4294.333333,1372.333333,602,2060,884.3333333,4411.666667,1661.333333,957.3333333,1717.333333,4307,2049.333333,1451.333333,4034.333333,2141,8145.333333,3613.333333,562,291.3333333,925.3333333,572.3333333,315.3333333,1785.666667,1346,3100.333333,582.3333333,7429,2958,1497.666667,2939.666667,951.6666667,973.3333333,1518,1090,1866.333333,2033,35908,30419,17820.33333,3027,3089.333333,4349.333333,6515.333333,2184.333333,1867,15827,280.6666667,11855,1110,4178.333333,442.3333333,10013.66667,2673,2091.666667,1707.666667,3190.666667,2273,2214.666667,912.3333333,5826,1180,2466.666667,658.6666667,1697.333333,2056.666667,895,3057.333333,976,628.6666667,3208.333333,1920.666667,1239.666667,2632,1745.333333,6572.333333,1842,1940,1732.666667,1163,1831,2485.666667,535.3333333,286,2700.666667,1076,930.3333333,2639,4255,2466,2306.333333,1096.333333,1629,2906.333333,843.6666667,291,4515.666667,1199,381.3333333,1640,4450,5094,142,490.6666667,1867,1144.666667,2191.333333,1034,3080.333333,1245.666667,738.6666667,2646.666667,5341.333333,1548,3303.333333,2204.333333,3594,794.6666667,383.3333333,1726,1564.666667,1206,905.3333333,756.6666667,642.3333333,1290.666667,1791,1125.666667,1347.333333,2443.333333,2259,1360.333333,5083.666667,11374.66667,360.3333333,1231,7310.333333,816,5289,1607.333333,1323.333333,6141.333333,3830.666667,2592.333333,2976.333333,2191,4870,1115,7618.333333,18692.66667,12621.66667,12962.66667,3495.666667,3177,11851.66667,3056,4120.333333,2158,1636.666667,9045.666667,751.3333333,1910,2145,1190.333333,4992.666667,1721.666667,25548.66667,2448.333333,580.3333333,1538.333333,4782.333333,6504,4726,355.6666667,7640,3870,4627,1716,3225.333333,1141.333333,5267,5252,5757,12219.66667,916,2515,8393,2870,775,3604.333333,2540.333333,1284.666667,11676.33333,18816.33333,3309,7564.666667,5633.333333,3047.333333,52512.33333,5888,9080.666667,5718.333333
TOTTORI,902757,22164.66667,11294.66667,21978.66667,3388.666667,1810,1205.333333,3409.666667,5420.333333,2951.666667,433.6666667,748.6666667,1377.333333,3072.333333,1624,1380,1233.666667,1059,2988.666667,3801.333333,1086,880.6666667,613.3333333,3777,2413.333333,1071,3084.333333,4976.333333,5994.666667,1992.666667,749.6666667,812.3333333,1031,610,493,2172.333333,1461.333333,1077,394.3333333,9361.333333,2314.666667,3565.666667,2476.333333,2282.666667,723.3333333,2039.666667,711,2295.666667,2038,22045.33333,28856.66667,17877.33333,4166,2063,4361.666667,8375.333333,2672,1376.333333,18557,1164.333333,12176,771,4818.666667,506,11370.33333,3372.666667,2506.666667,1579,3188.333333,2663.333333,2522.333333,1494,6152.333333,955.3333333,2452.333333,733.6666667,1695.333333,2578.333333,968.6666667,3164.666667,557.3333333,336.3333333,3380.666667,1293,1096.666667,3040,1627.666667,6980.666667,2002.666667,2012.333333,1848.333333,1621,2091,2865.666667,474.3333333,240.6666667,2185.666667,1592.666667,744,2677.666667,6032,3128.666667,3369,1078.333333,1928.666667,1329,1167,1728,2822,1255,438,1881,4210,3723.666667,224,831.6666667,1375.333333,8383.666667,3040.333333,1431.333333,579.6666667,1994.666667,1175.333333,2723.666667,5431,1708.333333,2593.333333,2433,3779,850.6666667,405.6666667,1948.333333,2118.666667,1423,831.6666667,850.3333333,675,1519.333333,2244.666667,1124.666667,1856,3461,2981.333333,2014,5346.333333,13081.66667,539,2567,8670.666667,764,7293,1984,1521.333333,7148.333333,5477,4521.666667,6906.666667,2296.333333,6704,2390.333333,10110,15191.33333,11823,11874.66667,4388.666667,4899,12587,2478,3583.666667,2153.666667,1436.333333,11067,592,1884,1870.666667,976.6666667,11933.66667,1258,28476.66667,1923.333333,491,1650.666667,5210.333333,7632.333333,5055.333333,471,7191.333333,6128.333333,3915.666667,2601,1964,1479.333333,5733.333333,5137.666667,4534.333333,9669.666667,1534.666667,1452,10745,3052.333333,785,5315.333333,4856,1032.666667,12336.66667,23288.33333,3924.666667,11365.33333,4781.333333,3760,24490.66667,5514,14938,17204.33333
SHIMANE,924350,20640.66667,11600.66667,19142,3479.333333,2470.666667,1194,4028,4157.333333,2011.666667,407.3333333,529,1964,3448,1289.333333,2260.666667,818.3333333,865.3333333,1643.666667,4042.666667,1254.666667,673.6666667,1026,4035.666667,2294,779.6666667,2201,1802.666667,7077,2585.333333,607.3333333,2224,471.3333333,412,996.3333333,1545.333333,925.6666667,1192.333333,832.6666667,7405.666667,2163.333333,1391.666667,4155.666667,1239.333333,768,1739.666667,635.3333333,2542.333333,2136.333333,18815,27140,15662.66667,3157.666667,2378.333333,5066,6864.666667,2421.666667,1884.333333,16390.33333,871.6666667,12702.33333,1002.333333,5047.333333,469.6666667,8800.333333,3144,2430,1523,3488.666667,2580,2478.666667,1146,6041.333333,1225.333333,2372,779.6666667,1639.666667,2548,1177.666667,3050,598.3333333,533,3133.666667,1576.333333,1496,3290.666667,1780.666667,7631.333333,2215,2184.666667,1810,1244.666667,1998,3117,690.6666667,368.3333333,2700.666667,1686.333333,1102.333333,3260,5834.333333,3083.666667,3430.666667,1227.666667,1760.333333,1554,1187.666667,526.3333333,4849.666667,1215,475.3333333,1857.666667,5414.333333,3774.666667,242.6666667,726.6666667,2367.666667,4565,3312,1424.666667,625.6666667,1304,1108.666667,3800.666667,5220,2277.666667,3977,3334,3873,759,493,2556.666667,2157.666667,1143,1117.333333,739.3333333,711,1250.333333,2732.666667,1486,1603.666667,3695.333333,2423,1938.333333,5125.333333,12225.33333,668.3333333,1294.666667,10789.66667,664.6666667,6352,1889.666667,1543.333333,7259,5156.333333,3921.333333,4889.333333,1979,5964,1464.666667,8879.333333,20671,13313,12336,4367.666667,4925.666667,12135.66667,2908,3841,2359,1405.333333,9755.666667,601.3333333,2015.333333,1769.333333,1177.333333,8145.666667,3733.333333,32515.66667,4122.666667,792.6666667,1829,4793.666667,7153.666667,4200,564.6666667,7289,4202.666667,3092.666667,2612.666667,3786.333333,1213.666667,5765.333333,7022.333333,7231.666667,10053,2014,3827.333333,7952.333333,2641.666667,898.6666667,8386,6430,2225.333333,12193.66667,19192,3598,6590,9591,3905.333333,50314,5760,26020.66667,10064.33333
